tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
Bryn Mawr/Broadway,2022,1996,2032,13,3046471,39481008,11260198,56827400,11806182,8037085,0,0,38708,0,
Canal/Congress,2022,1998,2034,63,43097168,461944772,0,10966931,13325964,102092533,0,24782100,673684,0,
Central West,2022,2000,2024,86,34832190,346526700,0,70617714,1621830,78148354,0,22590200,481143,0,
Chicago/Central Park,2022,2002,2026,115,9280149,103477584,1024092,118004698,7990740,39396276,0,0,136112,5347472,Amalgamated Bank
Chicago/Kingsbury,2022,2000,2024,94,34119533,376483496,0,0,3038383,27145501,0,35941684,540112,0,
Cicero/Archer,2022,2000,2024,96,898860,14658701,0,0,201359,5756211,0,0,10954,0,
Cicero/Stevenson,2022,2022,2046,185,0,0,6600000,6600000,0,6272895,0,0,0,0,
Clark/Montrose,2022,1999,2023,70,4620687,53177691,0,2000000,1067902,13592952,0,0,67590,0,
Clark/Ridge,2022,1999,2023,74,3735635,42374176,0,3000000,1005155,13245066,0,1516800,43249,0,
Commercial Avenue,2022,2002,2026,128,1394532,25932567,0,0,2701353,11546133,0,0,17696,0,
Cortland/Chicago River,2022,2019,2043,183,4629188,12394019,25000000,86412074,20929777,74716996,0,0,70918,0,
Devon/Sheridan,2022,2004,2028,134,2354354,14251439,1190012,9175721,2251338,5488115,0,0,29611,0,
Devon/Western,2022,1999,2023,76,4558247,52845635,0,5140000,1530498,7759147,376636,0,69972,0,
Diversey/Chicago River,2022,2016,2040,179,44312,1227104,0,526000,8024,1377351,0,0,0,0,
Diversey/Narragansett,2022,2003,2027,129,2858052,38278538,0,0,2638340,6324018,0,0,29737,0,
Division/Homan,2022,2001,2025,107,3092471,25635888,0,0,1320226,11031146,0,0,43092,0,
Edgewater/Ashland,2022,2003,2027,130,657189,9937065,0,1400000,2621695,3905123,0,640500,24800,0,
Elston/Armstrong Industrial Corridor,2022,2007,2031,153,1423094,7910526,0,0,155216,4634557,0,0,35903,0,
Englewood Mall,2022,1989,2025,21,626800,13111952,0,7545883,469462,6095175,0,0,0,0,
Englewood Neighborhood,2022,2001,2025,106,3056413,72728262,0,0,360060,25648748,0,0,37976,0,
Ewing Avenue,2022,2010,2034,169,233558,2723295,0,6508056,92590,1732051,0,0,0,0,
Foster/California,2022,2014,2038,177,-12639,541988,0,6744830,11096,499415,0,0,0,0,
Foster/Edens,2022,2018,2042,181,1708249,4468946,0,0,3242869,1244206,0,0,24531,0,
Fullerton/Milwaukee,2022,2000,2024,87,17095646,149058138,0,52044,10652294,48814017,0,0,223499,2337022,Amalgamated Bank
Galewood/Armitage Industrial,2022,1999,2023,71,5087741,58038566,0,26197449,5037188,14446246,0,0,107951,4178644,Amalgamated Bank
Goose Island,2022,1996,2032,23,8190413,94751359,0,31000000,3370249,32870079,0,4970300,128118,0,
Greater Southwest Industrial (East),2022,1999,2023,66,1490117,17395323,0,0,900476,5150444,0,0,31837.6,0,
Greater Southwest Industrial (West),2022,2000,2024,92,172335,14631046,0,976540,369601,6589689,0,0,0,0,
Harrison/Central,2022,2006,2030,144,1538873,6682465,0,7925254,516930,2211507,0,0,13314,0,
Hollywood/Sheridan,2022,2007,2031,157,3624896,9263679,7857455,61313931,8263676,6926556,0,0,42323,0,
Homan/Arthington,2022,1998,2034,24,775175,12284997,0,1062798,127648,3578483,0,0,0,0,
Humboldt Park Commercial,2022,2001,2025,108,5778998,60758234,0,0,4681494,22116164,0,0,111354,0,
Jefferson Park,2022,1998,2022,57,1661016,19220121,0,3353000,2782209,0,0,4563174,25114,0,
Jefferson/Roosevelt,2022,2000,2024,101,14162098,113358810,0,12500000,890196,36549930,0,0,192288,0,
Kennedy/Kimball,2022,2008,2032,160,1784226,6312543,0,0,74072,5360981,0,17900,22467,0,
Kinzie Industrial Corridor,2022,1998,2034,52,86697996,585122030,0,0,24824649,266651096,1024092,0,1234039,0,
Lake Calumet Area Industrial,2022,2000,2024,103,4843850,63997645,0,4284000,699990,21819791,0,0,68258,0,
Lakefront,2022,2002,2026,119,396794,5338939,0,0,251812,1683006,0,0,11400,0,
LaSalle Central,2022,2006,2030,147,161059713,799470721,0,9232000,13215784,226613423,0,111131269,2452281.43,0,
Lawrence/Broadway,2022,2001,2025,109,6562638,69743378,9147913,69206061,10118332,32485159,575824,136300,85407,0,
Lawrence/Kedzie,2022,2000,2024,88,10710956,135012284,0,3500000,4722089,25731308,0,0,147259,3968750,Zions Bank
Lawrence/Pulaski,2022,2002,2026,116,2295683,27231744,0,2900000,614744,11190251,0,0,27113,0,
Lincoln Avenue,2022,1999,2023,77,3609782,56026436,0,22342064,915181,11861206,0,0,42828,0,
Little Village East,2022,2009,2033,164,490408,1267812,0,1280000,143417,1544329,0,0,0,0,
Little Village Industrial Corridor,2022,2007,2031,152,1847800,5466809,0,0,200230,3812022,0,0,17347,0,
Madden/Wells,2022,2002,2026,126,1558588,17897363,0,1051820,507357,6595039,0,0,16904,0,
Madison/Austin Corridor,2022,1999,2023,75,4152237,40442984,0,64687897,996995,13657222,0,0,54659,0,
Michigan/Cermak,2022,1989,2025,29,3747089,28981025,0,13810000,975664,8238598,0,0,40149,0,
Midway Industrial Corridor,2022,2000,2024,89,3787582,48757716,0,0,223004,5190404,6600000,0,68783,0,
Midwest,2022,2000,2036,95,18911776,261901228,0,17354510,9469669,66321616,0,0,261298,0,
Montclare,2022,2000,2022,102,420819,6251208,0,0,147206,0,0,1198559,0,0,
Montrose/Clarendon,2022,2010,2034,173,1507497,5781117,0,0,63797,5545641,0,0,14732,0,
Near North,2022,1997,2033,30,34550529,432161288,0,3546644,8758022,121848899,0,0,503694,0,
North Branch South,2022,1998,2022,34,10182016,141698727,0,2500000,4895231,0,25000000,6609342,163946,0,
North Pullman,2022,2009,2033,166,2725515,16151236,2349660,20825944,4020133,7712399,0,0,32146,0,
Northwest Industrial Corridor,2022,1998,2034,64,14474928,139823881,0,521583,3523147,51237987,0,0,207584,0,
Ogden/Pulaski,2022,2008,2032,161,717393,8645880,0,3485500,372440,6029985,0,0,0,0,
Ohio/Wabash,2022,2000,2024,100,1971473,30421196,0,0,2160475,1941047,0,0,0,0,
Peterson/Cicero,2022,2000,2022,90,632273,7571134,0,0,11110,0,0,2735665,0,0,
Peterson/Pulaski,2022,2000,2024,91,1714711,19674272,0,0,1117364,6017635,0,380000,21515,0,
Pilsen Industrial Corridor,2022,1998,2034,53,29119436,259243069,0,0,24204820,67161185,0,0,410685,7877125,Amalgamated Bank
Portage Park,2022,1998,2022,58,4265783,52861695,0,1000000,2105277,0,0,13552032,66582,0,
Pratt/Ridge Industrial Park Conservation Area,2022,2004,2028,135,803787,5317899,0,0,40297,4325807,0,0,34154,0,
Pulaski Industrial Corridor,2022,1999,2035,69,7862348,70413600,0,3000000,980171,29594445,0,0,118727,0,
Randolph/Wells,2022,2010,2034,172,7970040,47690702,0,29632000,439945,14681316,0,12058900,231425,0,
Red Line Extension,2022,2022,2058,186,0,0,0,0,0,0,0,0,0,0,
Red Purple Modernization Phase One (Transit TIF),2022,2016,2052,180,64522588,239092000,0,0,917454,40914348,31005606,0,909452,0,
River West,2022,2001,2025,104,34835062,298670630,0,0,868813,90554230,0,3175400,551187,0,
Roosevelt/Cicero Industrial Corridor,2022,1998,2034,38,7088505,56970179,0,0,495659,25837999,0,0,113232.04,0,
Roosevelt/Clark,2022,2019,2043,184,1316528,5096329,0,2450000,13754458,43053225,0,0,15318,0,
Roosevelt/Racine,2022,1998,2034,62,3406221,29938164,0,11350000,6827787,4484462,0,0,146695,0,
Roosevelt/Union,2022,1999,2022,68,5768991,85591066,0,0,6319409,0,0,8635485,80970,0,
Roseland/Michigan,2022,2002,2026,113,196508,8878574,719405,719405,642866,1309699,349660,0,0,0,
Sanitary and Ship Canal,2022,1991,2027,42,1768936,20815112,0,0,93996,4420500,0,0,16974,0,
South Chicago,2022,2000,2024,93,777054,21963829,0,0,1635923,6683517,0,0,12337,0,
Stevenson Brighton,2022,2007,2031,149,7848164,34600170,0,9300000,1812746,14393827,0,0,115419,0,
Stevenson Brighton,2022,2007,2031,149,7848164,34600170,0,9300000,1812746,14393827,0,0,115419,0,
Stockyards Southeast Quadrant Industrial,2022,1992,2028,45,2753819,49283184,0,3675608,167649,12567561,0,0,31910,0,
Stony Island Commercial/Burnside Industrial,2022,1998,2034,54,3881531,59160271,0,0,1119695,10353393,2000000,0,87905,0,
Touhy/Western,2022,2006,2030,146,960059,7649764,376636,27279352,2699078,3301771,0,0,10923,2416602,Zions Bank
Washington Park,2022,2014,2038,178,1763530,7552358,0,6650000,241081,7012156,0,0,21282,0,
West Irving Park,2022,2000,2024,83,1954629,20756640,0,2500000,826634,7345853,0,0,22687,0,
West Woodlawn,2022,2010,2034,171,13061,109876,0,2300000,81807,651233,0,0,0,0,
Western Avenue North,2022,2000,2024,84,10631083,118557127,0,2250000,4154393,33827789,0,0,252532,0,
Western Avenue South,2022,2000,2024,85,12625928,137032281,0,250000,1451076,47329620,0,0,168622,0,
Western/Ogden,2022,1998,2034,48,13426975,153546384,0,0,1066977,50395121,0,0,179387,0,
Western/Rock Island,2022,2006,2030,142,1425077,18491355,0,6031115,590056,5169335,0,0,16894,0,
Wilson Yard,2022,2001,2025,110,12419621,140883909,2125852,22599317,16421269,12262849,0,0,159660,0,
Woodlawn,2022,1999,2023,65,5052940,59191064,0,0,829439,21431002,2000000,0,65562,0,
