tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
105th/Vincennes,2019,2001,2025,111,778591,6767619,0,2320284,768051,2672027,0,0,0,0,
107th/Halsted,2019,2014,2038,176,230920,1967652,0,1000000,57921,2810368,0,0,0,0,
111th/Kedzie,2019,1999,2022,73,716663,9533706,0,0,128284,1294921,1000000,0,0,0,
116th/Avenue O,2019,2018,2042,182,16016,16016,0,0,1576,14607,0,0,0,0,
119th/Halsted,2019,2002,2026,114,778931,11358214,0,97500,823573,4687224,0,0,10093,0,
119th/I-57,2019,2002,2026,125,2321737,31276819,0,950000,2292113,7811723,0,0,30585,0,
24th/Michigan,2019,1999,2022,72,3944907,21956417,17000000,153861677,538021,37139951,0,0,45859,0,
26th/King Drive,2019,2006,2030,141,849312,8252097,0,0,13796,2364397,0,0,10599,0,
35th/Halsted,2019,1997,2021,1,9723133,81264510,0,3243618,3718784,35054012,1400000,0,117931,0,
35th/State,2019,2004,2028,131,1729539,19566906,0,3500000,1709832,2521566,0,0,22335,0,
35th/Wallace,2019,1999,2023,79,1417718,10770377,0,0,1854410,6683778,0,0,17026,0,
43rd/Cottage Grove,2019,1998,2022,55,3249657,40334114,0,0,4359436,13896196,0,0,40071,0,
47th/Ashland,2019,2002,2026,117,2224700,36749037,0,2431313,2365295,11000096,0,0,29199,1708002.1,Amalgamated Bank of Chicago
47th/Halsted,2019,2002,2026,121,3227214,42002166,0,3950064,731527,13983390,1587500,0,38658,0,
47th/King Drive,2019,2002,2026,118,8884846,102145434,0,0,2009945,27962840,1400000,0,107633,0,
47th/State,2019,2004,2028,136,1897166,20512546,0,0,26620,13040030,0,0,22509,0,
49th/St. Lawrence,2019,1996,2020,4,505666,7037978,0,0,444741,1793909,0,0,0,0,
51st/Archer,2019,2000,2024,97,801120,10168712,1010306,46618194,1083918,4064936,0,0,10688,1066744.9,Amalgamated Bank of Chicago
51st/Lake Park,2019,2012,2036,175,577211,2640249,0,0,1163388,1310375,0,0,13868,0,
53rd Street,2019,2001,2025,105,4959792,29799255,0,0,2691296,10272200,0,0,57890,0,
60th/Western,2019,1996,2020,5,168683,5938288,0,0,513747,790140,800000,0,0,0,
63rd/Ashland,2019,2006,2030,143,773989,8904359,800000,4900000,2105982,3663021,550000,0,0,0,
63rd/Pulaski,2019,2000,2024,98,2016525,31557623,0,0,308000,4329282,1010306,0,24224,0,
67th/Cicero,2019,2002,2026,124,166844,3682680,0,3284023,205191,814417,0,0,0,0,
67th/Wentworth,2019,2011,2035,174,0,0,550000,1175000,23867,1069947,0,0,0,0,
71st/Stony Island,2019,1998,2021,60,2970098,48558679,8000000,65288397,20135710,7570581,0,0,36466,16937270.83,Zions Bank
73rd/University,2019,2006,2030,145,476063,5096952,0,0,8934,1452038,750000,0,0,0,
79th Street Corridor,2019,1998,2021,56,836016,13050775,0,0,720533,6591940,1000000,0,10113,0,
