tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
79th/Vincennes,2023,2007,2031,155,176295,4338582,0,1000000,5197,3438349,1000000,0,0,0,
83rd/Stewart,2023,2004,2028,133,1488865,14733267,0,0,2382497,801852,0,0,0,0,
87th/Cottage Grove,2023,2002,2026,127,1817159,36933544,0,1375000,229331,12343563,0,0,18223,0,
95th/Western,2023,1995,2031,9,1936342,22480396,0,2400000,129133,5405046,0,0,17264,0,
105th/Vincennes,2023,2001,2025,111,1759177,11981978,0,2320284,36825,7802646,0,0,19330,0,
107th/Halsted,2023,2014,2038,176,790424,4338687,0,1000000,646255,3991888,0,0,0,0,
111th/Kedzie,2023,1999,2035,73,1348735,13740385,0,0,927976,3424272,0,0,12657,0,
116th/Avenue O,2023,2018,2042,182,1505790,2832096,0,4512000,15272,2741876,0,0,10934,0,
119th/Halsted,2023,2002,2026,114,840086,14991298,0,97500,391307,6884699,0,0,0,0,
119th/I-57,2023,2002,2026,125,2859655,42419299,0,950000,2644040,10773335,0,0,21712,0,
Addison South,2023,2007,2031,150,9466733,63964306,0,0,1520643,15608067,0,7729000,98877,0,
Archer/Central,2023,2000,2024,99,777701,12656073,0,240000,466810,3746277,0,0,0,0,
Archer/Western,2023,2009,2033,163,4187547,12184091,0,7970000,1287650,12108384,0,0,42605,0,
Armitage/Pulaski,2023,2007,2031,151,360376,3151252,0,0,6829,1690760,0,0,0,0,
Avalon Park/South Shore,2023,2002,2026,123,810889,11311470,0,0,50558,2626331,0,0,0,0,
Austin Commercial,2023,2007,2031,156,2046779,18398926,0,3235000,1505763,8181629,0,0,22043,0,
Avondale,2023,2009,2033,167,391373,1920138,0,2900000,68133,2102104,0,0,0,0,
Belmont/Central,2023,2000,2024,81,6885128,74384914,0,938,2017393,37794702,0,248000,68345,0,
Belmont/Cicero,2023,2000,2024,82,1918148,24542836,0,0,1149046,7881556,0,0,19336,0,
Bronzeville,2023,1998,2034,61,8048114,87462099,0,10400000,4614528,43327058,0,0,85576,0,
Bryn Mawr/Broadway,2023,1996,2032,13,3768470,43249478,26915148,83742548,27299751,5661023,0,5630000,38099,0,
Canal/Congress,2023,1998,2034,63,65487597,527432369,0,10966931,9153567,113710359,24285714,25129728,693353,0,
Central West,2023,2000,2024,86,44756314,391283014,0,70617714,18743562,104973190,0,0,491746,0,
Chicago/Central Park,2023,2002,2026,115,10885616,114363200,5543264,123547962,5595795,51815491,0,0,118828,1370538,Amalgamated Bank
Chicago/Kingsbury,2023,2000,2024,94,40399237,416882733,0,0,1747111,49763249,0,16548757,413674,0,
Cicero/Stevenson,2023,2022,2046,185,0,0,0,6600000,1511046,5069510,0,0,0,0,
Clark/Montrose,2023,1999,2035,70,6339286,59516977,0,2000000,389356,19969599,0,0,63831,0,
Clark/Ridge,2023,1999,2023,74,4300980,46675156,0,3000000,7496684,0,0,10669942,48360,0,
Cicero/Archer,2023,2000,2024,96,1019911,15678612,0,0,558810,6456563,0,0,10233,0,
Commercial Avenue,2023,2002,2026,128,1733422,27665989,0,0,204562,13571783,0,0,16828,0,
Cortland/Chicago River,2023,2019,2043,183,6576030,18970049,0,86412074,5094333,79886185,0,0,61559,0,
Devon/Sheridan,2023,2004,2028,134,3739273,17990712,3552709,12728430,5456785,7473714,0,0,34406,0,
Devon/Western,2023,1999,2023,76,5868894,58714529,0,5140000,8124609,0,887200,5029581,62164,0,
Diversey/Chicago River,2023,2016,2040,179,7319,1234423,0,526000,4215,1524296,0,0,0,0,
Diversey/Narragansett,2023,2003,2027,129,2982713,41261251,0,0,2930358,6610086,0,0,34687,0,
Division/Homan,2023,2001,2025,107,3575004,29210892,0,0,1135275,13878070,0,0,40229,0,
Edgewater/Ashland,2023,2003,2027,130,1061385,10998450,0,1400000,36612,4563882,0,579000,11337,0,
Elston/Armstrong Industrial Corridor,2023,2007,2031,153,1815342,9725868,0,0,73256,6547644,0,0,16945,0,
Englewood Mall,2023,1989,2025,21,703496,13815448,0,7545883,20350,7048635,0,0,0,0,
Englewood Neighborhood,2023,2001,2025,106,2769168,75497430,0,0,527751,28985089,0,0,29141,0,
Ewing Avenue,2023,2010,2034,169,333824,3057119,0,6508056,36511,2100240,0,0,0,0,
Foster/California,2023,2014,2038,177,0,541988,0,6744830,80633,457263,0,0,0,0,
Foster/Edens,2023,2018,2042,181,2320201,6789147,0,0,1092943,2464231,0,0,23528,0,
Fullerton/Milwaukee,2023,2000,2027,87,21604111,170662249,0,52044,7694785,64432085,0,0,240685,545121,Amalgamated Bank
Galewood/Armitage Industrial,2023,1999,2035,71,6665898,64704464,0,26197449,2397568,12382911,0,6898000,63741,661273,Amalgamated Bank
Goose Island,2023,1996,2032,23,9377849,104129208,0,31000000,1676675,42043980,0,0,85381,0,
Greater Southwest Industrial (East),2023,1999,2035,66,1711282,19106605,0,0,1788716,5300875,0,0,15615,0,
Greater Southwest Industrial (West),2023,2000,2024,92,91597,14722643,0,976540,414359,6571330,0,0,0,0,
Harrison/Central,2023,2006,2030,144,1865718,8548183,0,7925254,667898,3466508,0,0,21562,0,
Hollywood/Sheridan,2023,2007,2031,157,3762593,13026272,16721627,78035558,17470110,9880637,0,0,37304,0,
Homan/Arthington,2023,1998,2034,24,947321,13232318,0,1062798,67849,4576100,0,0,12258,0,
Humboldt Park Commercial,2023,2001,2025,108,6991209,67749443,0,0,3479896,26463971,0,0,76064,0,
Jefferson/Roosevelt,2023,2000,2024,101,15649505,129008315,0,12500000,1280647,52185026,0,0,151418,0,
Kennedy/Kimball,2023,2008,2032,160,2372282,8684825,0,0,53940,7753705,0,113000,21666,0,
Kinzie Industrial Corridor,2023,1998,2034,52,147612001,732734031,0,0,46120349,293029705,5543264,79490000,1539823,0,
Lake Calumet Area Industrial,2023,2000,2024,103,6048568,70046213,0,4284000,2786556,25924912,0,0,62646,0,
Lakefront,2023,2002,2026,119,595691,5934630,0,0,360502,1980285,0,0,0,0,
LaSalle Central,2023,2006,2030,147,195636095,995106816,0,9232000,27071471,247435470,0,155071461,2063087.15,0,
Lawrence/Broadway,2023,2001,2025,109,7608027,77351405,25979443,95185504,27198658,39640687,0,0,84270,0,
Lawrence/Kedzie,2023,2000,2024,88,12892235,147904519,0,3500000,6282015,33278911,0,0,137564,3192000,Amalgamated Bank
Lawrence/Pulaski,2023,2002,2026,116,2850655,30082399,0,2900000,1057981,13418076,0,0,28644,0,
Lincoln Avenue,2023,1999,2035,77,4783747,60810183,0,22342064,5874291,11295155,0,25000,48245,0,
Little Village Industrial Corridor,2023,2007,2031,152,4174260,9641069,0,0,972191,7083496,0,0,36933,0,
Little Village East,2023,2009,2033,164,749084,2016896,0,1280000,86510,2260439,0,0,0,0,
Madden/Wells,2023,2002,2038,126,1965093,19862456,0,1051820,1355593,7469787,0,0,20160,0,
Madison/Austin Corridor,2023,1999,2035,75,4421212,44864196,0,64687897,250536,18434283,0,0,47433,0,
Michigan/Cermak,2023,1989,2025,29,5445828,34426853,0,13810000,168332,6297870,0,7591000,51406,0,
Midway Industrial Corridor,2023,2000,2024,89,5732223,54489939,0,0,116698,10454386,437778,0,51238,0,
Midwest,2023,2000,2036,95,21449993,283351221,0,17354510,929136,89476315,0,0,243469,0,
Montrose/Clarendon,2023,2010,2034,173,1660230,7441347,0,0,1799574,5628811,0,0,19285,0,
Near North,2023,1997,2033,30,44270968,476432256,0,3546644,1118449,169231626,0,0,486712,0,
Northwest Industrial Corridor,2023,1998,2034,64,18416791,158240672,0,521583,3935482,67630193,0,0,194420,0,
Ohio/Wabash,2023,2000,2024,100,2052027,32473223,0,0,4023501,31188,0,0,0,0,
North Pullman,2023,2009,2033,166,2606239,18757475,0,20825944,2749110,7841447,0,0,39667,0,
Ogden/Pulaski,2023,2008,2032,161,577089,9222969,0,3485500,407474,6465650,0,0,0,0,
Peterson/Pulaski,2023,2000,2024,91,2061235,21735507,0,0,590098,5747385,0,2016000,19290,0,
Pilsen Industrial Corridor,2023,1998,2034,53,39879514,299122583,0,0,3763827,105329624,0,0,412643,0,
Pratt/Ridge Industrial Park Conservation Area,2023,2004,2028,135,1238668,6556567,0,0,10823,5738836,0,0,0,0,
Pulaski Industrial Corridor,2023,1999,2035,69,15223099,85636699,0,3000000,1800933,43988554,0,0,128059,0,
Randolph/Wells,2023,2010,2034,172,16417010,64107712,0,29632000,295631,13126830,0,18363012,137054,0,
Red Line Extension,2023,2022,2058,186,2215814,2215814,0,0,18900,2139196,0,0,17884,0,
River West,2023,2001,2025,104,46994348,345664978,0,0,1576869,103391005,0,36057040,443742,0,
Roosevelt/Cicero Industrial Corridor,2023,1998,2034,38,9585453,66555632,0,0,204740,36147658,0,0,87370,0,
Roosevelt/Clark,2023,2019,2043,184,1364716,6461045,24285714,26735714,3656380,66266605,0,0,15720,0,
Roosevelt/Racine,2023,1998,2034,62,4294745,34232909,4000000,15350000,3894243,8987414,0,0,49188,0,
Roseland/Michigan,2023,2002,2026,113,336844,9215418,0,719405,339403,1371176,0,0,0,0,
Red Purple Modernization Phase One (Transit TIF),2023,2016,2052,180,76539343,315631343,0,0,25398909,10814690,83438763,0,834641,0,
Sanitary and Ship Canal,2023,1991,2027,42,2484017,23299129,0,0,2555583,4488601,0,0,26050,0,
South Chicago,2023,2000,2024,93,839715,22803544,0,0,396093,7412172,0,0,0,0,
Stevenson Brighton,2023,2007,2031,149,9942460,44542630,0,9300000,8816950,16066558,0,0,92514,0,
Stockyards Southeast Quadrant Industrial,2023,1992,2028,45,3555805,52838989,0,3675608,171925,6322317,0,10262000,31604,0,
Stony Island Commercial/Burnside Industrial,2023,1998,2034,54,4743205,63903476,0,0,2075777,13407850,0,0,45646,0,
Touhy/Western,2023,2006,2030,146,1162394,8812158,887200,28166552,1705621,3830285,0,0,12210,1363066,Amalgamated Bank
Washington Park,2023,2014,2038,178,1793666,9346024,0,6650000,437261,8634967,0,0,18995,0,
West Irving Park,2023,2000,2024,83,2132670,22889310,0,2500000,469682,9303317,0,0,21718,0,
Western Avenue North,2023,2000,2024,84,13969661,132526788,0,2250000,7238867,41872247,0,0,135313,0,
Western Avenue South,2023,2000,2024,85,15612975,152645256,0,250000,3789255,60819435,0,0,168412,0,
Western/Rock Island,2023,2006,2030,142,1756729,20248084,0,6031115,1553717,5577567,0,0,16997,0,
West Woodlawn,2023,2010,2034,171,17789,127665,0,2300000,184637,515962,0,0,0,0,
Wilson Yard,2023,2001,2025,110,14539656,155423565,10269836,32869153,12664517,24339925,0,0,160937,0,
Woodlawn,2023,1999,2035,65,6075324,65266388,0,0,2300051,26031743,0,0,68335,0,
Western/Ogden,2023,1998,2034,48,18311750,171858134,0,0,1321478,65059470,4000000,0,221139,0,
