tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
GreaterSouthwestWest,2013,2000,2024,92,-190729,11874320,0,0,138206,8339476,350000,0,0,0,
Harlem,2013,2007,2031,148,-5968,978265,0,0,111656,554943,0,0,0,0,
HarrisonCentral,2013,2006,2030,144,-53870,3910017,731362,1681362,1096410,1066219,0,0,0,302400,Local Initiatives Support Corporation
HollywoodSheridan,2013,2007,2031,157,-9142,2529011,3997000,8697000,1885195,3531593,0,0,0,0,
HomanArthington,2013,1998,2021,24,279961,6691258,0,0,1357104,4090429,0,0,0,0,
HumboldtPark,2013,2001,2025,108,2280863,24636539,0,0,1292033,7781811,0,0,41296,0,
IrvingParkElston,2013,2009,2033,165,-7775,952937,0,0,32372,748278,0,0,0,0,
IrvingCicero,2013,1996,2020,27,654736,8291035,0,1291443,1031526,345020,0,0,0,936250,U.S. Bank National Assiociation
JeffersonPark,2013,1998,2021,57,651721,8922398,0,853000,841480,4263439,0,0,11253,0,
JeffersonRoosevelt,2013,2000,2024,101,4835858,36078608,0,12500000,472469,18359351,0,1574000,87683,0,
KennedyKimball,2013,2008,2032,160,-523,960021,0,0,106770,615650,0,0,0,0,
Kinzie,2013,1998,2021,52,16177357,180689223,0,0,13114168,48112530,3879576,0,335003,0,
KostnerAvenue,2013,2008,2032,162,0,4337,0,0,1197,-2331,0,0,0,0,
LakeCalumet,2013,2000,2024,103,127609,31222435,0,0,135549,6617852,8034600,0,39952,0,
Lakefront,2013,2002,2026,119,263316,1694638,0,0,63933,579339,0,0,0,0,
LaSalleCentral,2013,2006,2030,147,21420164,109432683,0,0,9078946,31173086,0,0,382228,0,
LawrenceBroadway,2013,2001,2025,109,3022844,29613101,0,0,1217283,12130097,2872000,0,0,0,
LawrenceKedzie,2013,2000,2024,88,5766307,67816620,2500000,2500000,6362093,22044393,0,0,115500,3413692,Wells Fargo Bank
LawrencePulaski,2013,2002,2026,116,1188691,12554422,0,2900000,408744,7306554,2500000,0,21609,0,
LincolnAvenue,2013,1999,2023,77,2344437,27543655,749998,8681345,3088898,9880188,0,0,44410,2248225,Wells Fargo Bank
LincolnBelmontAshland,2013,1994,2018,28,1029317,17037829,0,0,1246871,1402934,0,0,0,1242871,Amalgamated Bank
LittleVillage,2013,2007,2031,152,-17392,2102194,0,0,117483,1419549,0,0,0,0,
LittleVillageEast,2013,2009,2033,164,-4295,467436,0,0,4351,452958,0,0,0,0,
MaddenWells,2013,2002,2026,126,1224726,5940432,0,1051820,434649,2813468,0,0,20587,0,
MadisonAustin,2013,1999,2023,75,1742066,18220101,3811771,28691634,5017624,14054665,0,0,30802,4182208,Wells Fargo Bank
MichiganCermak,2013,1989,2013,29,1275832,9832397,6000000,10810000,11256253,1796952,195000,0,21589,0,
Midway,2013,2000,2024,89,1270026,13835995,0,0,64564,4672621,1016634,0,21501,0,
Midwest,2013,2000,2024,95,11448176,121902686,0,983720,4410957,49077482,0,0,231679,2000821,Wells Fargo Bank
Montclare,2013,2000,2024,102,249329,3409269,0,0,245842,713837,0,0,0,0,
MontroseClarendon,2013,2010,2034,173,0,0,0,0,0,0,0,0,0,0,
NearNorth,2013,1997,2020,30,16983065,165054770,2500000,3546644,15084250,57716977,0,626000,339612,6379449,Amalgamated Bank
NearSouth,2013,1990,2014,31,60967751,549558409,0,3683333,100535661,125431493,36500000,0,1192755,15465785,Amalgamated Bank
NearWest,2013,1989,2013,32,10740747,122364090,2120000,2120000,10226413,20738245,11698551,5025000,258370,0,
NorthBranchNorth,2013,1997,2021,33,3865408,44560954,0,180604,6656128,32892846,0,0,0,0,
NorthBranchSouth,2013,1998,2021,34,5902428,60001895,0,2500000,2489705,25539986,2500000,883000,111691,0,
NorthCicero,2013,1997,2020,35,1004806,12394736,0,0,2756412,895737,0,0,19038,0,
Northwest,2013,1998,2021,64,5830320,61629830,0,0,4859525,18326511,3721579,0,114006,0,
OhioWabash,2013,2000,2024,100,1479152,13781017,0,0,1255036,1473683,0,0,0,0,
NorthPullman,2013,2009,2033,166,81556,634950,8100000,8100000,8114599,99798,0,83060,0,0,
OgdenPulaski,2013,2008,2032,161,117644,7830564,0,0,1175363,4728314,0,0,0,0,
PershingKing,2013,2007,2031,154,-732,447605,170354,7025826,187186,199573,0,0,0,0,
PetersonCicero,2013,2000,2024,90,437456,2843871,0,0,23098,1976214,0,0,0,0,
PetersonPulaski,2013,2000,2024,91,486105,9332670,0,0,244989,6341998,0,0,0,0,
Pilsen,2013,1998,2022,53,9875017,101213457,0,0,10405708,44560073,0,0,191989,4129861,Amalgamated Bank
PortagePark,2013,1998,2021,58,1864153,27307274,0,0,542551,14758868,0,939000,33897,0,
PrattRidge,2013,2004,2028,135,-63,1602443,0,0,4676,670180,0,0,0,0,
Pulaski,2013,1999,2022,69,2011959,30638258,0,0,1478564,13214112,720269,0,39699,0,
Ravenswood,2013,2005,2029,139,656717,5718042,0,500000,205304,4493639,0,0,13207,0,
RandolphWells,2013,2010,2034,172,408105,469490,0,29000000,10276,446399,0,0,0,0,
ReadDunning,2013,1991,2015,36,2237617,38782097,0,1811000,2186335,10969320,0,0,41487,0,
RiverSouth,2013,1997,2020,37,14025876,121976460,0,47258006,11061879,50371935,7115000,0,286549,0,
RiverWest,2013,2001,2025,104,13938535,95619171,0,0,4942251,50523063,0,3123000,264349,0,
RooseveltCanal,2013,1997,2021,39,1044827,16354875,0,0,913857,2031524,0,0,18476,0,
RooseveltCicero,2013,1998,2021,38,2146974,23246945,0,0,207163,12676785,731362,1480000,41229,0,
RooseveltHoman,2013,1990,2014,40,1058785,12179001,0,0,270928,9071872,0,0,18958,0,
RooseveltRacine,2013,1998,2022,62,1640956,11260171,0,0,863799,5290005,0,0,32145,0,
RooseveltUnion,2013,1999,2022,68,3691621,36739176,0,0,76646,9245271,0,0,66955,0,
RoselandMichigan,2013,2002,2026,113,314868,5302138,0,0,194712,2247917,1300000,0,0,0,
SanitaryDrainageShipCanal,2013,1991,2015,42,501105,12993816,0,0,1194104,468896,0,0,0,0,
SouthChicago,2013,2000,2024,93,1100770,11285568,0,0,26080,7805169,0,0,19928,0,
SouthWorks,2013,1999,2023,78,79534,1260048,0,0,3981,1041670,0,0,0,0,
StevensonBrighton,2013,2007,2031,149,31953,3998517,0,0,11399,2948252,0,0,0,0,
Stockyards,2013,1989,2013,44,1487807,43641735,0,0,2702979,4847917,0,1146000,30307,0,
StockyardsAnnex,2013,1996,2020,43,990150,20358624,0,525000,933491,8362498,0,0,17079,0,
StockyardsSEQuadrant,2013,1992,2015,45,1638208,32793509,0,3675608,46226,10686439,0,1279000,30870,0,
StonyIslandBurnside,2013,1998,2034,54,2931368,26527636,0,0,967596,6077848,2912685,0,49499,0,
TouhyWestern,2013,2006,2030,146,293788,3460008,1680289,8766031,2185314,9526297,0,0,0,1849346,Wells Fargo Bank
WeedFremont,2013,2008,2032,158,480684,1585200,0,0,348973,694661,0,0,0,0,
WestIrvingPark,2013,2000,2024,83,579759,10341065,0,2000000,1369394,5145482,0,0,11798,0,
WestPullman,2013,1998,2021,50,0,227177,280500,280500,185335,123223,0,0,0,0,
WesternNorth,2013,2000,2024,84,4268644,44354262,2000000,2000000,1735395,24045757,749998,0,0,0,
WesternSouth,2013,2000,2024,85,5386700,55700255,0,0,1950098,26335940,0,0,108375,0,
WesternRockIsland,2013,2006,2030,142,525142,10211723,0,0,756488,5741477,2150000,0,12039,0,
WestWoodlawn,2013,2010,2034,171,-2398,103575,1250000,1250000,411205,940713,0,0,0,0,
WilsonYard,2013,2001,2025,110,5720305,61401702,0,0,5679230,16050179,0,0,116818,0,
Woodlawn,2013,1999,2022,65,2386193,26876224,0,0,1630122,10752268,2535276,0,43376,0,
WesternOgden,2013,1998,2021,48,6693046,63682503,0,0,3985929,31645766,0,0,140493,0,
