tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
AvalonSouthShore,2014,2002,2026,123,346779,6599003,0,0,105838,2385623,529562,0,0,0,
Avondale,2014,2009,2033,167,-3442,519211,0,1000000,196688,968925,0,0,0,0,
BelmontCentral,2014,2000,2024,81,2094902,31858117,0,0,292206,11223110,2049049,0,43628,0,
BelmontCicero,2014,2000,2024,82,886616,13134976,0,0,170237,5399582,0,45210,19928,0,
Bronzeville,2014,1998,2022,61,3125574,42239011,0,2500000,1975359,14859609,2500000,0,61958,0,
BrynMawrBroadway,2014,1996,2019,13,1632850,19418598,0,4684947,454204,11484996,500000,56950,32167,0,
CalumetCermak,2014,1998,2021,59,8978246,112392081,28000000,28000000,34526030,15460734,3000000,0,205516,0,
CalumetRiver,2014,2010,2034,168,0,0,0,0,0,0,0,0,0,0,
CanalCongress,2014,1998,2022,63,19594590,194790715,0,1091731,14709639,66278297,0,0,450519,0,
CentralWest,2014,2000,2024,86,14792414,138226688,0,70617714,26269802,57003957,0,0,330454,765281,Wells Fargo Bank
ChicagoCentralPark,2014,2002,2026,115,4559975,53285549,7072541,58394042,22728872,56017958,0,0,105300,11377147,"Amalgamated Bank, Wells Fargo Bank"
ChicagoKingsbury,2014,2000,2024,94,19170514,140518359,0,0,1408981,64467326,0,3624480,441737,0,
ChicagoLakeside,2014,2010,2034,170,0,0,0,0,0,0,0,0,0,0,
CiceroArcher,2014,2000,2024,96,500927,8601890,0,0,106010,7219919,0,386730,10398,0,
ClarkMontrose,2014,1999,2022,70,2050933,22645055,0,2000000,1107258,8463971,0,143740,42297,0,
ClarkRidge,2014,1999,2022,74,1721631,20936509,0,0,835526,7418806,0,92980,34341,0,
Commercial,2014,2002,2026,128,694657,15318894,0,0,247535,9995937,0,1692900,15696,0,
DevonSheridan,2014,2004,2028,134,153674,4312763,0,3136000,99353,4488613,0,0,0,0,
DevonWestern,2014,1999,2023,76,1799709,28628402,700000,1250000,3771614,4650092,1699498,0,37405,0,
DiverseyNarragansett,2014,2003,2027,129,1858872,19117956,0,0,1409693,3012864,0,0,36790,0,
DivisionHoman,2014,2001,2025,107,958573,11987753,0,0,902208,7768352,0,275080,19054,0,
Drexel,2014,2002,2026,122,343140,2674438,0,0,320370,162966,0,0,0,0,
EdgewaterAshland,2014,2003,2027,130,256220,4894496,0,0,25266,2115602,0,0,0,0,
ElstonArmstrong,2014,2007,2031,153,137876,2252085,0,0,477005,1091497,0,0,0,0,
EnglewoodMall,2014,1996,2019,21,259170,8219284,7500000,7500000,10516373,1991381,0,0,0,0,
EnglewoodNeighborhood,2014,2001,2025,106,3817324,44791960,0,0,6915810,13506435,7500000,0,76316,0,
Ewing,2014,2010,2034,169,200973,799914,0,4808056,1412098,2463447,0,0,0,0,
FosterCalifornia,2014,2014,2038,177,0,0,0,0,0,0,0,0,0,0,
FullertonMilwaukee,2014,2000,2024,87,5805207,63428357,0,52044,14086654,16561697,0,0,132261,3122427,"Amalgamated Bank, Wells Fargo Bank"
GalewoodArmitage,2014,1999,2022,71,3040190,26006121,2304932,11145945,11417949,18513166,0,0,56279,2688603,"Amalgamated Bank, Wells Fargo Bank"
GooseIsland,2014,1996,2019,23,4009433,44672133,10000000,10000000,16055143,11243560,0,54390,75558,2269958,Amalgamated Bank
GreaterSouthwestEast,2014,1999,2023,66,534928,8587822,0,0,1227344,2518805,0,0,11391,0,
GreaterSouthwestWest,2014,2000,2024,92,91877,11966197,0,0,31233,5161962,2934023,402867,0,0,
Harlem,2014,2007,2031,148,-2085,976180,0,0,116306,437996,0,0,0,0,
HarrisonCentral,2014,2006,2030,144,-16428,3893589,1819760,3501122,2032004,841222,0,0,0,0,
HollywoodSheridan,2014,2007,2031,157,4260,2533271,500000,9197000,885865,3159897,0,0,0,0,
HomanArthington,2014,1998,2021,24,473091,7164349,1062798,1062798,19860,5619585,0,0,0,0,
HumboldtPark,2014,2001,2025,108,2314768,26951307,0,0,4264802,5853133,0,0,47650,0,
IrvingCicero,2014,1996,2020,27,699525,8990560,0,1291443,108665,938035,0,0,0,0,
IrvingParkElston,2014,2009,2033,165,-3566,949371,0,0,298915,447919,0,0,0,0,
JeffersonPark,2014,1998,2021,57,570876,9493274,0,853000,206560,4508143,0,132840,12565,0,
JeffersonRoosevelt,2014,2000,2024,101,4609865,40688473,0,12500000,1092493,16137588,0,5791700,107484,0,
KennedyKimball,2014,2008,2032,160,-4383,955638,0,0,287155,325883,0,0,0,0,
Kinzie,2014,1998,2021,52,18379029,199068252,0,0,6616177,56348066,3690643,0,420739,0,
KostnerAvenue,2014,2008,2014,162,0,4337,0,0,0,0,0,0,0,0,
LakeCalumet,2014,2000,2024,103,2185703,33408138,0,0,1517035,3109227,4200000,0,43745,0,
Lakefront,2014,2002,2026,119,276583,1971221,0,0,240142,617223,0,0,0,0,
LaSalleCentral,2014,2006,2030,147,14051697,123484380,8600000,8600000,5461494,47851465,632000,0,312540,0,
LawrenceBroadway,2014,2001,2025,109,2701891,32314992,0,0,781788,13430039,0,658520,58064,0,
LawrenceKedzie,2014,2000,2024,88,5510391,73327011,0,2500000,14557540,13091940,0,0,126294,3654281,Wells Fargo Bank
LawrencePulaski,2014,2002,2026,116,953322,13507744,0,2900000,2704211,5577674,0,0,19881,0,
LincolnAvenue,2014,1999,2023,77,2380002,29923657,749328,9430673,4276247,8755466,0,0,49595,2653844,Wells Fargo Bank
LincolnBelmontAshland,2014,1994,2018,28,1008216,18046045,0,0,5252888,-2761019,0,0,0,5241138,Amalgamated Bank
LittleVillage,2014,2007,2031,152,-13126,2089068,0,0,9543,1401257,0,0,0,0,
LittleVillageEast,2014,2009,2033,164,-2272,465164,0,0,18627,433482,0,0,0,0,
MaddenWells,2014,2002,2026,126,981162,6921594,0,1051820,802584,3000887,0,0,20382,0,
MadisonAustin,2014,1999,2023,75,1631181,19851282,4007076,32698710,5343031,13469354,909880,0,34598,4724000,Wells Fargo Bank
MichiganCermak,2014,1989,2013,29,1377532,11209929,3000000,13810000,0,6740575,0,0,0,0,
Midway,2014,2000,2024,89,1088059,14924054,0,0,29023,4717273,1029996,0,23375,0,
Midwest,2014,2000,2024,95,12231406,134134092,0,983720,12172418,46069469,3278085,0,274363,2791983,Wells Fargo Bank
Montclare,2014,2000,2024,102,221966,3631235,0,0,161293,776772,0,0,0,0,
MontroseClarendon,2014,2010,2034,173,0,0,0,0,0,0,0,0,0,0,
NearNorth,2014,1997,2020,30,17924411,182979181,0,3546644,11699083,64075780,0,0,403877,6401970,Amalgamated Bank
NearSouth,2014,1990,2014,31,56491273,606049682,0,3683333,102323934,34604993,45300000,0,1520402,12653970,Amalgamated Bank
NorthBranchNorth,2014,1997,2021,33,3982045,48542999,0,180604,25690543,11265208,0,0,79046,0,
NorthBranchSouth,2014,1998,2021,34,6146681,66148576,0,2500000,1039887,17557448,10000000,3166160,140295,0,
NorthCicero,2014,1997,2020,35,1138632,13533368,0,0,69168,1970209,0,0,22221,0,
NorthPullman,2014,2009,2033,166,444047,1078997,5600000,13700000,2113725,4030129,0,0,0,0,
Northwest,2014,1998,2021,64,5588693,67218523,0,0,2268863,18011851,3696488,0,134215,0,
OgdenPulaski,2014,2008,2032,161,-80784,7749780,0,0,136098,4525376,0,0,0,0,
OhioWabash,2014,2000,2024,100,1504477,15285494,0,0,1471800,1509399,0,0,0,0,
PershingKing,2014,2007,2031,154,1843,445762,0,7025826,21459,176859,0,0,0,0,
PetersonCicero,2014,2000,2024,90,454109,3297980,0,0,190073,2246760,0,0,0,0,
PetersonPulaski,2014,2000,2024,91,445937,9778607,0,0,1998567,4805193,0,0,0,0,
Pilsen,2014,1998,2022,53,9309162,110522619,0,0,38892290,50843157,0,73170,231338,28355426,Amalgamated Bank
PortagePark,2014,1998,2021,58,1630968,28938242,0,0,1912086,12445037,0,2075280,34197,0,
PrattRidge,2014,2004,2028,135,0,1602443,0,0,7124,665035,0,0,0,0,
Pulaski,2014,1999,2022,69,1869691,32507949,0,0,3430819,11021197,670284,0,35886,0,
RandolphWells,2014,2010,2034,172,267939,737429,632000,29632000,672658,881664,0,0,0,0,
Ravenswood,2014,2005,2029,139,659184,6377226,0,500000,339911,4575705,0,250860,12569,0,
ReadDunning,2014,1991,2015,36,2573315,41355412,0,1811000,270300,13201617,0,102000,49614,0,
RiverSouth,2014,1997,2020,37,14398092,136374552,4115000,51373006,16218627,46209185,6602753,0,323211,0,
RiverWest,2014,2001,2025,104,13250612,108869783,0,0,6295697,43531719,8600000,5495900,328557,0,
RooseveltCanal,2014,1997,2021,39,951530,17306405,0,0,934440,2053899,0,0,22819,0,
RooseveltCicero,2014,1998,2021,38,1939130,25186075,0,0,734936,11305135,909880,1702020,46003,0,
RooseveltHoman,2014,1990,2014,40,953708,13132709,0,0,3174172,5585135,1062798,231300,20074,0,
RooseveltRacine,2014,1998,2022,62,1664745,12924916,0,0,822260,6085546,0,62780,30614,0,
RooseveltUnion,2014,1999,2022,68,4170092,40909268,0,0,4170160,9268932,0,0,89675,0,
RoselandMichigan,2014,2002,2026,113,161872,5464010,0,0,33496,982970,1400000,0,0,0,
SanitaryDrainageShipCanal,2014,1991,2015,42,516230,13510046,0,0,22303,965072,0,0,10437,0,
SouthChicago,2014,2000,2024,93,1128096,12413664,0,0,341713,8427225,0,188200,22793,0,
SouthWorks,2014,1999,2023,78,70279,1330327,0,0,4353,1110802,0,0,0,0,
StevensonBrighton,2014,2007,2031,149,5781,4004298,0,0,6459,2956758,0,0,0,0,
StockyardsAnnex,2014,1996,2020,43,742720,21101344,0,525000,903068,8228097,0,0,15692,0,
StockyardsSEQuadrant,2014,1992,2015,45,1183366,33976875,0,3675608,1472100,10382603,0,14100,29897,0,
StonyIslandBurnside,2014,1998,2034,54,2731992,29259628,0,0,1177678,5886092,1765123,0,57751,0,
TouhyWestern,2014,2006,2030,146,123787,3583795,1699498,10465529,7617330,3872927,0,0,0,2062763,"Amalgamated Bank, Wells Fargo Bank"
WashingtonPark,2014,2014,2038,178,0,0,0,0,0,0,0,0,0,0,
WeedFremont,2014,2008,2032,158,179827,1765027,0,0,428409,447253,0,0,0,0,
WesternNorth,2014,2000,2024,84,3961138,48315400,0,2000000,10384315,16240917,1449328,0,92653,0,
WesternOgden,2014,1998,2021,48,5672237,69354740,0,0,13339775,24063573,0,0,157492,0,
WesternRockIsland,2014,2006,2030,142,160698,10372421,0,0,2080601,3838607,0,0,0,0,
WesternSouth,2014,2000,2024,85,5415039,61115294,0,0,16853637,14982403,0,0,126791,0,
WestIrvingPark,2014,2000,2024,83,586133,10927198,0,2000000,477105,5270164,0,0,12297,0,
WestPullman,2014,1998,2014,50,0,227177,0,280500,1454,24676,97500,0,0,0,
WestWoodlawn,2014,2010,2034,171,-1083,102492,250000,1500000,383375,808859,0,0,0,0,
WilsonYard,2014,2001,2025,110,6259683,67661385,0,0,8020362,14333547,0,0,136893,0,
Woodlawn,2014,1999,2022,65,2617189,29493413,0,0,475679,11392687,1535981,0,47425,0,
