tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
ArcherCentral,2011,2000,2024,99,1058860,6375258,0,240000,324009,2893656,0,0,11440,0,
ArcherCourts,2011,1999,2023,67,316292,2791472,0,2235487,135348,1624962,0,0,0,0,
ArcherWestern,2011,2009,2033,163,490017,982220,0,0,12204,964086,0,0,0,0,
ArmitagePulaski,2011,2007,2031,151,418118,1311052,0,0,160705,1073423,0,0,0,0,
AustinCommercial,2011,2007,2031,156,1681670,5396374,0,0,644720,4386206,0,0,18416,0,
AvalonSouthShore,2011,2002,2026,123,943252,5232111,0,0,33491,3041451,452214,0,10985,0,
Avondale,2011,2009,2033,167,249987,507019,0,1000000,105264,1402047,0,0,0,0,
BelmontCentral,2011,2000,2024,81,4051739,24547794,0,0,1631592,12501597,1869269,0,48345,0,
BelmontCicero,2011,2000,2024,82,1432012,10121883,0,0,610509,3410808,0,0,18210,0,
Bronzeville,2011,1998,2022,61,4591200,32290174,0,0,3887585,16703371,0,5500000,49528,0,
BrynMawrBroadway,2011,1996,2019,13,2451741,14047444,0,4684947,468694,10057845,0,0,27781,0,
CalumetCermak,2011,1998,2021,59,8868044,85871222,0,0,101551,8756646,0,73338000,92969,0,
CalumetRiver,2011,2010,2034,168,0,0,0,0,0,0,0,0,0,0,
CanalCongress,2011,1998,2022,63,21072969,139476246,0,4091731,2737465,42206155,0,30000000,213142,0,
CentralWest,2011,2000,2024,86,17043984,95936762,6623760,40978643,10691629,63312034,0,0,185567,5204292,Wells Fargo Bank
ChathamRidge,2011,1986,2010,15,580286,25959032,0,0,2048834,-4086,0,0,0,195131,Bank of New York
ChicagoCentralPark,2011,2002,2026,115,7197963,38665422,7500051,36813147,22965997,68107901,0,0,75138,9793418,Wells Fargo Bank
ChicagoKingsbury,2011,2000,2024,94,16665268,87541977,0,0,11221410,24781652,0,13000000,183433,0,
ChicagoLakeside,2011,2010,2034,170,0,0,0,0,0,0,0,0,0,0,
ClarkMontrose,2011,1999,2022,70,2961017,16019943,0,2000000,1163719,9820752,0,0,33117,0,
ClarkRidge,2011,1999,2022,74,2669829,45482620,0,0,519429,9959343,0,0,30361,0,
CiceroArcher,2011,2000,2024,96,814487,6746624,0,0,46560,6522989,0,0,0,0,
Commercial,2011,2002,2026,128,1917057,12032933,0,0,163006,10506800,0,1000000,21009,0,
DevonSheridan,2011,2004,2028,134,850703,3708130,0,0,121971,2270271,0,0,0,0,
DevonWestern,2011,1999,2023,76,3745086,22130212,0,0,3770792,8336882,1612383,0,41097,0,
DiverseyNarragansett,2011,2003,2027,129,2248183,12971402,0,0,2964799,2200961,0,0,31873,0,
DivisionHoman,2011,2001,2025,107,1604401,8619169,0,0,31166,6799115,0,0,17203,0,
DivisionHooker,2011,1996,2019,17,170619,3201216,0,0,4990,1898310,0,0,0,0,
DivisionNorthBranch,2011,1991,2014,18,0,4037965,0,0,9392,487687,0,0,0,0,
Drexel,2011,2002,2026,122,372980,1618267,0,0,260193,353760,0,0,0,0,
EastmanNorthBranch,2011,1993,2016,19,243928,2488748,0,0,5517,1712265,0,0,0,0,
EdgewaterAshland,2011,2003,2027,130,0,4190855,0,0,231414,1771772,0,0,0,0,
ElstonArmstrong,2011,2007,2031,153,499898,1849856,0,0,78382,1676641,0,0,0,0,
EnglewoodMall,2011,1989,2012,21,441851,7377329,0,0,907362,5064555,0,0,0,0,
EnglewoodNeighborhood,2011,2001,2025,106,5040935,32607406,0,0,1809184,24047684,0,3000000,55761,0,
Ewing,2011,2010,2034,169,215978,215978,300000,2073456,268100,894933,0,0,0,0,
FullertonMilwaukee,2011,2000,2024,87,7894486,45437542,0,52044,23921591,23415183,0,2000000,88373,1810233,Wells Fargo Bank
GalewoodArmitage,2011,1999,2022,71,3217491,17621245,2091175,4502169,3609780,21745998,0,0,38243,1944448,Wells Fargo Bank
GooseIsland,2011,1996,2019,23,4244474,33277142,0,0,2912247,11515794,0,0,52216,2074748,Amalgamated Bank
GreaterSouthwestEast,2011,1999,2023,66,947265,6752960,0,0,306705,2671427,0,0,11860,0,
GreaterSouthwestWest,2011,2000,2024,92,951379,11396859,0,0,748145,9465117,0,500000,10436,0,
Harlem,2011,2007,2031,148,134010,939845,0,0,105537,731437,0,0,0,0,
HarrisonCentral,2011,2006,2030,144,888583,3382519,0,950000,363856,1783795,0,0,0,194400,Local Initiatives Support Corporation
HollywoodSheridan,2011,2007,2031,157,678906,2535413,0,4700000,767649,2235961,0,0,11507,0,
HomanArthington,2011,1998,2021,24,621269,5898183,0,0,234005,4868532,0,0,0,0,
HomanGrandTrunk,2011,1993,2016,25,260868,3175769,0,0,5461,2790976,0,0,0,0,
HowardPaulina,2011,1988,2012,26,1400539,20001132,0,0,156731,4787082,0,0,16752,0,
HumboldtPark,2011,2001,2025,108,3406049,19282624,0,0,1457969,11237614,0,0,37138,0,
IrvingParkElston,2011,2009,2033,165,320763,836344,0,0,6962,823676,0,0,0,0,
IrvingCicero,2011,1996,2020,27,694281,7016116,500000,1291443,735748,1137713,0,0,0,628350,U.S. Bank National Assiociation
JeffersonPark,2011,1998,2021,57,1188094,7286645,0,853000,202915,4562681,0,0,13531,0,
JeffersonRoosevelt,2011,2000,2024,101,5128557,26224593,0,12500000,1022923,11716983,0,8500000,55901,0,
KennedyKimball,2011,2008,2032,160,402032,791512,0,0,37834,749620,0,0,0,0,
Kinzie,2011,1998,2021,52,21116172,145724358,0,0,21940360,46623992,4023558,0,241110,0,
KostnerAvenue,2011,2008,2032,162,0,4337,0,0,265,2140,0,0,0,0,
LakeCalumet,2011,2000,2024,103,3394799,28967100,0,0,594866,14940000,300000,2000000,38475,0,
Lakefront,2011,2002,2026,119,251760,1196220,0,0,53971,718774,0,0,0,0,
LakesideClarendon,2011,2004,2028,137,265606,574215,0,0,5422,551685,0,0,0,0,
LaSalleCentral,2011,2006,2030,147,12800148,88012519,0,0,6795433,32578230,9000000,12000000,147432,0,
LawrenceBroadway,2011,2001,2025,109,3979692,23568249,0,0,576202,10960069,0,0,47139,0,
LawrenceKedzie,2011,2000,2024,88,8403995,55032824,0,0,4136440,522815080,0,0,90040,3231050,Wells Fargo Bank
LawrencePulaski,2011,2002,2026,116,1991186,9980576,0,2900000,74091,9458413,0,0,22826,0,
LincolnAvenue,2011,1999,2023,77,2986603,22415184,1364658,7296107,9293538,9719658,0,0,34813,2306571,Wells Fargo Bank
LincolnBelmontAshland,2011,1994,2017,28,1214315,14880215,0,0,1162661,1657506,0,0,0,1158661,Amalgamated Bank
LittleVillage,2011,2007,2031,152,136742,2044460,0,0,116902,1803990,0,0,0,0,
LittleVillageEast,2011,2009,2033,164,192127,363992,0,0,4550,356898,0,0,0,0,
MaddenWells,2011,2002,2026,126,1017921,3777041,0,1051820,732203,1592431,0,0,12382,0,
MadisonAustin,2011,1999,2023,75,2560154,14861281,5764074,21499495,3907039,12927695,0,0,28023,3557075,Wells Fargo Bank
MichiganCermak,2011,1989,2013,29,1305564,7548723,0,810000,220489,3588000,195000,0,16018,0,
Midway,2011,2000,2024,89,1430679,11368614,0,0,356734,4322967,856871,0,15692,0,
Midwest,2011,2000,2024,95,15663849,96185814,0,983720,11745895,40526645,4021043,4000000,174110,3646626,"Harris Bank, Wells Fargo Bank"
Montclare,2011,2000,2024,102,311377,2846278,0,0,308598,768350,0,0,0,0,
MontroseClarendon,2011,2010,2034,173,0,0,0,0,0,0,0,0,0,0,
NearNorth,2011,1997,2020,30,18823812,130699403,0,1046644,6370697,54857756,0,9000000,198139,5826069,Amalgamated Bank
NearSouth,2011,1990,2014,31,69014434,425823481,0,3683333,12677772,171266030,0,48000000,792665,9558078,Amalgamated Bank
NearWest,2011,1989,2013,32,14941730,111623343,0,0,9651233,40291134,6623760,13000000,181198,1367400,Amalgamated Bank
NorthBranchNorth,2011,1997,2021,33,4268117,36442495,0,180604,262591,34570751,0,0,54116,0,
NorthBranchSouth,2011,1998,2021,34,7084579,48669302,0,2500000,3860169,34216015,0,1000000,77068,0,
NorthCicero,2011,1997,2020,35,893562,10275065,0,0,380627,2094422,0,0,10694,0,
Northwest,2011,1998,2021,64,7871968,49525637,0,0,1987062,19563255,4683594,0,85465,0,
OhioWabash,2011,2000,2024,100,1248809,11067608,0,0,512053,1335453,0,0,0,0,
NorthPullman,2011,2009,2033,166,252116,543059,0,0,207583,332648,0,0,0,0,
OgdenPulaski,2011,2008,2032,161,2586845,6510297,0,0,1003087,5456009,0,0,26577,0,
PershingKing,2011,2007,2031,154,78723,412904,450000,2302200,1414438,-52391,0,0,0,0,
PetersonCicero,2011,2000,2024,90,502938,2020809,0,0,218218,1320380,0,0,0,0,
PetersonPulaski,2011,2000,2024,91,1019478,8299735,0,0,411143,5783250,0,0,11881,0,
Pilsen,2011,1998,2022,53,11473416,81378142,0,0,13293073,50146706,0,0,124101,4957700,Amalgamated Bank
PortagePark,2011,1998,2021,58,3234161,22917099,0,0,329737,13792527,500000,4000000,36028,0,
PrattRidge,2011,2004,2028,135,374065,1319378,0,0,904706,396727,0,0,0,0,
Pulaski,2011,1999,2022,69,3377550,25556541,0,0,924312,13164951,757836,0,38661,0,
Ravenswood,2011,2005,2029,139,1057818,4321243,0,500000,359347,3817454,0,0,13326,0,
RandolphWells,2011,2010,2034,172,59330,59330,9000000,29000000,9000651,63265,0,0,0,0,
ReadDunning,2011,1991,2015,36,3098803,33857918,0,1811000,1302117,10734991,0,2000000,34025,894300,Amalgamated Bank
RiverSouth,2011,1997,2020,37,15585357,93969473,0,47258006,4591910,42017523,4115000,0,183161,0,
RiverWest,2011,2001,2025,104,12250558,68878276,0,0,1083371,36970536,0,8000000,149239,0,
RooseveltCanal,2011,1997,2021,39,1167481,14441345,0,0,27164,2310364,0,0,12615,0,
RooseveltCicero,2011,1998,2021,38,2616509,18361821,0,0,425281,12191164,0,2000000,31229,0,
RooseveltHoman,2011,1990,2014,40,933595,10323958,0,0,548101,7892603,0,0,12263,0,
RooseveltRacine,2011,1998,2022,62,1779191,8082060,0,0,1721670,3032965,0,0,20213,0,
RooseveltUnion,2011,1999,2022,68,4917467,28677520,0,0,158067,10038853,0,0,49024,0,
RoselandMichigan,2011,2002,2026,113,932926,4477766,0,0,143359,3549309,0,0,10938,0,
SanitaryDrainageShipCanal,2011,1991,2014,42,453173,12078893,0,0,781898,1562369,0,0,0,745925,Amalgamated Bank
SouthChicago,2011,2000,2024,93,1594851,8297650,0,0,345941,5512985,0,0,16527,0,
SouthWorks,2011,1999,2023,78,95455,1101553,0,0,4150,1071536,0,0,0,0,
StevensonBrighton,2011,2007,2031,149,805279,3833447,0,0,31142,3210883,0,0,0,0,
Stockyards,2011,1989,2013,44,2089864,40028429,0,0,1905282,5300267,0,0,22734,1859310,Amalgamated Bank
StockyardsAnnex,2011,1996,2020,43,1584316,18148688,0,525000,1595470,14372607,0,0,19385,0,
StockyardsSEQuadrant,2011,1992,2015,45,2094851,28987577,0,3675608,2572545,9332854,0,0,22570,2530014,Amalgamated Bank
StonyIslandBurnside,2011,1998,2033,54,2981137,20918173,0,0,887193,8863572,1232560,0,33258,0,
TouhyWestern,2011,2006,2030,146,661753,2895284,1612383,5545842,2601098,9568912,0,0,0,1912284,Wells Fargo Bank
WeedFremont,2011,2008,2032,158,608528,768720,0,0,159111,607125,0,0,0,0,
WestGrand,2011,1996,2019,46,72843,1108765,0,0,3320,264962,0,0,0,0,
WestIrvingPark,2011,2000,2024,83,1213412,8856507,0,2000000,222975,5795107,0,0,14422,0,
WestPullman,2011,1998,2021,50,47,227177,0,0,58163,34063,0,0,0,0,
WesternNorth,2011,2000,2024,84,6149946,35023307,0,0,620836,19650604,1364658,0,66602,0,
WesternSouth,2011,2000,2024,85,7238609,44008421,0,0,5629444,23616002,0,2000000,78973,0,
WesternRockIsland,2011,2006,2030,142,2360968,8368015,0,0,259611,7815773,0,0,24923,0,
WestWoodlawn,2011,2010,2034,171,102534,102534,0,0,1000,101579,0,0,0,0,
WilsonYard,2011,2001,2025,110,8233978,48945051,0,0,6058644,18789289,0,0,89186,0,
Woodlawn,2011,1999,2022,65,3539991,21647844,0,0,917767,12746729,1147585,0,38400,0,
WesternOgden,2011,1998,2021,48,9066530,48081516,0,0,3171246,23317899,0,6000000,123310,0,
